"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"4860","1.1.34.717","1","1","34","717","2","T",NA,NA
"4861","1.1.34.718","1","1","34","718","1","T",NA,NA
"4862","1.1.34.718","1","1","34","718","2","T",NA,NA
"4863","1.1.34.719","1","1","34","719","1","T",NA,NA
"4864","1.1.34.719","1","1","34","719","2","C",NA,NA
"4865","1.1.34.719A","1","1","34","719A","1","T",NA,NA
"4866","1.1.34.719A","1","1","34","719A","2","R",NA,NA
"4867","1.1.34.72","1","1","34","72","1","T",NA,NA
"4868","1.1.34.72","1","1","34","72","2","T",NA,NA
"4869","1.1.34.720","1","1","34","720","1","C",NA,NA
"4870","1.1.34.720","1","1","34","720","2","C",NA,NA
"4871","1.1.34.721","1","1","34","721","1","T",NA,NA
"4872","1.1.34.721","1","1","34","721","2","T",NA,NA
"4873","1.1.34.722","1","1","34","722","1","R",NA,NA
"4874","1.1.34.722","1","1","34","722","2","T",NA,NA
"4875","1.1.34.723","1","1","34","723","1","T",NA,NA
"4876","1.1.34.723","1","1","34","723","2","T",NA,NA
"4877","1.1.34.724","1","1","34","724","1","C",NA,NA
"4878","1.1.34.724","1","1","34","724","2","T",NA,NA
"4879","1.1.34.725","1","1","34","725","1","T",NA,NA
"4880","1.1.34.725","1","1","34","725","2","T",NA,NA
"4881","1.1.34.725A","1","1","34","725A","1","T",NA,NA
"4882","1.1.34.725A","1","1","34","725A","2","T",NA,NA
"4883","1.1.34.725B","1","1","34","725B","1","T",NA,NA
"4884","1.1.34.725B","1","1","34","725B","2","T",NA,NA
"4885","1.1.34.726","1","1","34","726","1","T",NA,NA
"4886","1.1.34.726","1","1","34","726","2","T",NA,NA
"4887","1.1.34.726A","1","1","34","726A","1","T",NA,NA
"4888","1.1.34.726A","1","1","34","726A","2","T",NA,NA
"4889","1.1.34.727","1","1","34","727","1","T",NA,NA
"4890","1.1.34.727","1","1","34","727","2","T",NA,NA
"4891","1.1.34.728","1","1","34","728","1","T",NA,NA
"4892","1.1.34.728","1","1","34","728","2","T",NA,NA
"4893","1.1.34.729","1","1","34","729","1","T",NA,NA
"4894","1.1.34.729","1","1","34","729","2","R",NA,NA
"4895","1.1.34.73","1","1","34","73","1","T",NA,NA
"4896","1.1.34.73","1","1","34","73","2","T",NA,NA
"4897","1.1.34.730","1","1","34","730","1","C",NA,NA
"4898","1.1.34.730","1","1","34","730","2","T",NA,NA
"4899","1.1.34.731","1","1","34","731","1","T",NA,NA
"4900","1.1.34.731","1","1","34","731","2","T",NA,NA
"4901","1.1.34.732","1","1","34","732","1","C",NA,NA
"4902","1.1.34.732","1","1","34","732","2","R",NA,NA
"4903","1.1.34.733","1","1","34","733","1","T",NA,NA
"4904","1.1.34.733","1","1","34","733","2","T",NA,NA
"4905","1.1.34.734","1","1","34","734","1","T",NA,NA
"4906","1.1.34.734","1","1","34","734","2","R",NA,NA
"4907","1.1.34.735","1","1","34","735","1","T",NA,NA
"4908","1.1.34.735","1","1","34","735","2","T",NA,NA
"4909","1.1.34.735A","1","1","34","735A","1","T",NA,NA
"4910","1.1.34.735A","1","1","34","735A","2","T",NA,NA
"4911","1.1.34.735B","1","1","34","735B","1","T",NA,NA
"4912","1.1.34.735B","1","1","34","735B","2","T",NA,NA
"4913","1.1.34.74","1","1","34","74","1","T",NA,NA
"4914","1.1.34.74","1","1","34","74","2","T",NA,NA
"4915","1.1.34.75","1","1","34","75","1","T",NA,NA
"4916","1.1.34.75","1","1","34","75","2","T",NA,NA
"4917","1.1.34.76","1","1","34","76","1","T",NA,NA
"4918","1.1.34.76","1","1","34","76","2","T",NA,NA
"4919","1.1.34.77","1","1","34","77","1","T",NA,NA
"4920","1.1.34.77","1","1","34","77","2","T",NA,NA
"4921","1.1.34.78","1","1","34","78","1","R",NA,NA
"4922","1.1.34.78","1","1","34","78","2","T",NA,NA
"4923","1.1.34.79","1","1","34","79","1","T",NA,NA
"4924","1.1.34.79","1","1","34","79","2","T",NA,NA
"4925","1.1.34.8","1","1","34","8","1","T",NA,NA
"4926","1.1.34.8","1","1","34","8","2","C",NA,NA
"4927","1.1.34.80","1","1","34","80","1","R",NA,NA
"4928","1.1.34.80","1","1","34","80","2","T",NA,NA
"4929","1.1.34.81","1","1","34","81","1","T",NA,NA
"4930","1.1.34.81","1","1","34","81","2","T",NA,NA
"4931","1.1.34.82","1","1","34","82","1","T",NA,NA
"4932","1.1.34.82","1","1","34","82","2","T",NA,NA
"4933","1.1.34.83","1","1","34","83","1","T",NA,NA
"4934","1.1.34.83","1","1","34","83","2","T",NA,NA
"4935","1.1.34.84","1","1","34","84","1","T",NA,"3"
"4936","1.1.34.84","1","1","34","84","2","T",NA,NA
"4937","1.1.34.84A","1","1","34","84A","1","T",NA,NA
"4938","1.1.34.84A","1","1","34","84A","2","T",NA,NA
"4939","1.1.34.85","1","1","34","85","1","T",NA,NA
"4940","1.1.34.85","1","1","34","85","2","T",NA,NA
"4941","1.1.34.86","1","1","34","86","1","T",NA,NA
"4942","1.1.34.86","1","1","34","86","2","T",NA,NA
"4943","1.1.34.86A","1","1","34","86A","1","T",NA,NA
"4944","1.1.34.86A","1","1","34","86A","2","T",NA,NA
"4945","1.1.34.87","1","1","34","87","1","T",NA,NA
"4946","1.1.34.87","1","1","34","87","2","T",NA,NA
"4947","1.1.34.88","1","1","34","88","1","T",NA,"20+"
"4948","1.1.34.88","1","1","34","88","2","T",NA,NA
"4949","1.1.34.89","1","1","34","89","1","T",NA,NA
"4950","1.1.34.89","1","1","34","89","2","T",NA,NA
"4951","1.1.34.9","1","1","34","9","1","T",NA,NA
"4952","1.1.34.9","1","1","34","9","2","T",NA,NA
"4953","1.1.34.90","1","1","34","90","1","T",NA,NA
"4954","1.1.34.90","1","1","34","90","2","T",NA,NA
"4955","1.1.34.91","1","1","34","91","1","T",NA,NA
"4956","1.1.34.91","1","1","34","91","2","T",NA,NA
"4957","1.1.34.92","1","1","34","92","1","T","1",NA
"4958","1.1.34.92","1","1","34","92","2","T",NA,NA
"4959","1.1.34.93","1","1","34","93","1","T",NA,NA
"4960","1.1.34.93","1","1","34","93","2","T",NA,NA
"4961","1.1.34.94","1","1","34","94","1","T",NA,NA
"4962","1.1.34.94","1","1","34","94","2","T",NA,NA
"4963","1.1.34.95","1","1","34","95","1","T",NA,NA
"4964","1.1.34.95","1","1","34","95","2","R",NA,NA
"4965","1.1.34.96","1","1","34","96","1","T",NA,NA
"4966","1.1.34.96","1","1","34","96","2","T",NA,NA
"4967","1.1.34.96A","1","1","34","96A","1","T","1",NA
"4968","1.1.34.96A","1","1","34","96A","2","T",NA,NA
"4969","1.1.34.97","1","1","34","97","1","T",NA,NA
"4970","1.1.34.97","1","1","34","97","2","T",NA,NA
"4971","1.1.34.98","1","1","34","98","1","T",NA,NA
"4972","1.1.34.98","1","1","34","98","2","T",NA,NA
"4973","1.1.34.99","1","1","34","99","1","T",NA,NA
"4974","1.1.34.99","1","1","34","99","2","T",NA,NA
"4975","1.1.36.1","1","1","36","1","1","T",NA,NA
"4976","1.1.36.1","1","1","36","1","2","T",NA,NA
"4977","1.1.36.10","1","1","36","10","1","R",NA,NA
"4978","1.1.36.10","1","1","36","10","2","R",NA,NA
"4979","1.1.36.11","1","1","36","11","1","T",NA,NA
"4980","1.1.36.11","1","1","36","11","2","T",NA,NA
"4981","1.1.36.12","1","1","36","12","1","T",NA,NA
"4982","1.1.36.12","1","1","36","12","2","T",NA,NA
"4983","1.1.36.13","1","1","36","13","1","T",NA,NA
"4984","1.1.36.13","1","1","36","13","2","T",NA,NA
"4985","1.1.36.14","1","1","36","14","1","T",NA,NA
"4986","1.1.36.14","1","1","36","14","2","T",NA,NA
"4987","1.1.36.15","1","1","36","15","1","T",NA,NA
"4988","1.1.36.15","1","1","36","15","2","T",NA,NA
"4989","1.1.36.16","1","1","36","16","1","T",NA,NA
"4990","1.1.36.16","1","1","36","16","2","T",NA,NA
"4991","1.1.36.17","1","1","36","17","1","T",NA,NA
"4992","1.1.36.17","1","1","36","17","2","T",NA,NA
"4993","1.1.36.18","1","1","36","18","1","T",NA,NA
"4994","1.1.36.18","1","1","36","18","2","T",NA,NA
"4995","1.1.36.19","1","1","36","19","1","C",NA,NA
"4996","1.1.36.19","1","1","36","19","2","T",NA,NA
"4997","1.1.36.2","1","1","36","2","1","T",NA,NA
"4998","1.1.36.2","1","1","36","2","2","T",NA,NA
"4999","1.1.36.20","1","1","36","20","1","DES",NA,NA
"5000","1.1.36.20","1","1","36","20","2","R",NA,NA
"5001","1.1.36.21","1","1","36","21","1","T",NA,NA
"5002","1.1.36.21","1","1","36","21","2","C",NA,NA
"5003","1.1.36.22","1","1","36","22","1","T",NA,NA
"5004","1.1.36.22","1","1","36","22","2","T",NA,NA
"5005","1.1.36.23","1","1","36","23","1","T",NA,NA
"5006","1.1.36.23","1","1","36","23","2","T",NA,NA
"5007","1.1.36.24","1","1","36","24","1","T",NA,NA
"5008","1.1.36.24","1","1","36","24","2","DES",NA,NA
"5009","1.1.36.25","1","1","36","25","1","T",NA,NA
"5010","1.1.36.25","1","1","36","25","2","T",NA,NA
"5011","1.1.36.26","1","1","36","26","1","T",NA,NA
"5012","1.1.36.26","1","1","36","26","2","T",NA,NA
"5013","1.1.36.27","1","1","36","27","1","T",NA,NA
"5014","1.1.36.27","1","1","36","27","2","T",NA,NA
"5015","1.1.36.28","1","1","36","28","1","C",NA,NA
"5016","1.1.36.28","1","1","36","28","2","T",NA,NA
"5017","1.1.36.29","1","1","36","29","1","T",NA,NA
"5018","1.1.36.29","1","1","36","29","2","T",NA,NA
"5019","1.1.36.3","1","1","36","3","1","T",NA,NA
"5020","1.1.36.3","1","1","36","3","2","T",NA,NA
"5021","1.1.36.30","1","1","36","30","1","T",NA,NA
"5022","1.1.36.30","1","1","36","30","2","T",NA,NA
"5023","1.1.36.31","1","1","36","31","1","T",NA,NA
"5024","1.1.36.31","1","1","36","31","2","T",NA,NA
"5025","1.1.36.32","1","1","36","32","1","T",NA,NA
"5026","1.1.36.32","1","1","36","32","2","T",NA,NA
"5027","1.1.36.33","1","1","36","33","1","T",NA,NA
"5028","1.1.36.33","1","1","36","33","2","T",NA,NA
"5029","1.1.36.34","1","1","36","34","1","T",NA,NA
"5030","1.1.36.34","1","1","36","34","2","T",NA,NA
"5031","1.1.36.35","1","1","36","35","1","T",NA,NA
"5032","1.1.36.35","1","1","36","35","2","T",NA,NA
"5033","1.1.36.36","1","1","36","36","1","T",NA,NA
"5034","1.1.36.36","1","1","36","36","2","T",NA,NA
"5035","1.1.36.37","1","1","36","37","1","T",NA,NA
"5036","1.1.36.37","1","1","36","37","2","T",NA,NA
"5037","1.1.36.38","1","1","36","38","1","T",NA,NA
"5038","1.1.36.38","1","1","36","38","2","T",NA,NA
"5039","1.1.36.39","1","1","36","39","1","C",NA,NA
"5040","1.1.36.39","1","1","36","39","2","T",NA,NA
"5041","1.1.36.39A","1","1","36","39A","2","T",NA,NA
"5042","1.1.36.4","1","1","36","4","1","T",NA,NA
"5043","1.1.36.4","1","1","36","4","2","T",NA,NA
"5044","1.1.36.40","1","1","36","40","1","T",NA,NA
"5045","1.1.36.40","1","1","36","40","2","R",NA,NA
"5046","1.1.36.41","1","1","36","41","1","T",NA,NA
"5047","1.1.36.41","1","1","36","41","2","T",NA,NA
"5048","1.1.36.42","1","1","36","42","1","T",NA,NA
"5049","1.1.36.42","1","1","36","42","2","T",NA,NA
"5050","1.1.36.43","1","1","36","43","1","C",NA,NA
"5051","1.1.36.43","1","1","36","43","2","C",NA,NA
"5052","1.1.36.44","1","1","36","44","1","T",NA,NA
"5053","1.1.36.44","1","1","36","44","2","T",NA,NA
"5054","1.1.36.45","1","1","36","45","1","T",NA,NA
"5055","1.1.36.45","1","1","36","45","2","T",NA,NA
"5056","1.1.36.46","1","1","36","46","1","C",NA,NA
"5057","1.1.36.46","1","1","36","46","2","T",NA,NA
"5058","1.1.36.47","1","1","36","47","1","T",NA,NA
"5059","1.1.36.47","1","1","36","47","2","R",NA,NA
"5060","1.1.36.48","1","1","36","48","1","T",NA,NA
"5061","1.1.36.48","1","1","36","48","2","T",NA,NA
