"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","FECHA","CICLO"
"1.10.37.234",1,10,"37","234",0,"","05/16/12",2
"1.10.37.235",1,10,"37","235",0,"","05/16/12",2
"1.10.37.266",1,10,"37","266",0,"","05/16/12",2
"1.10.37.280",1,10,"37","280",0,"","05/16/12",2
"1.10.37.232",1,10,"37","232",0,"","05/16/12",2
"1.10.37.222",1,10,"37","222",0,"","05/16/12",2
"1.10.37.223",1,10,"37","223",0,"","05/16/12",2
"1.10.37.442",1,10,"37","442",0,"","05/16/12",2
"1.10.37.288",1,10,"37","288",0,"","05/16/12",2
"1.10.37.229",1,10,"37","229",0,"","05/16/12",2
"1.10.37.435",1,10,"37","435",0,"","05/16/12",2
"1.10.37.436",1,10,"37","436",0,"","05/16/12",2
"1.10.37.645A",1,10,"37","645A",0,"","05/16/12",2
"1.10.37.750",1,10,"37","750",0,"","05/16/12",2
"1.10.37.748",1,10,"37","748",0,"","05/16/12",2
"1.10.37.762",1,10,"37","762",0,"","05/16/12",2
"1.10.37.610",1,10,"37","610",0,"","05/16/12",2
"1.10.37.834",1,10,"37","834",0,"","05/16/12",2
"1.10.37.640",1,10,"37","640",0,"","05/16/12",2
"1.10.37.846",1,10,"37","846",0,"","05/16/12",2
"1.10.37.758",1,10,"37","758",0,"","05/16/12",2
"1.10.37.891",1,10,"37","891",0,"","05/16/12",2
"1.10.37.665",1,10,"37","665",0,"","05/16/12",2
"1.10.37.734",1,10,"37","734",0,"","05/16/12",2
"1.10.37.751",1,10,"37","751",0,"","05/16/12",2
"1.10.37.794",1,10,"37","794",0,"","05/16/12",2
"1.10.37.962",1,10,"37","962",0,"","05/16/12",2
"1.10.37.749",1,10,"37","749",0,"","05/16/12",2
"1.10.37.647",1,10,"37","647",0,"","05/16/12",2
"1.10.37.647A",1,10,"37","647A",0,"","05/16/12",2
"1.10.37.1301A",1,10,"37","1301A",0,"","05/16/12",2
"1.10.37.1409",1,10,"37","1409",0,"","05/16/12",2
"1.10.37.1395",1,10,"37","1395",0,"","05/16/12",2
"1.10.37.1318A",1,10,"37","1318A",0,"","05/16/12",2
"1.10.37.1252",1,10,"37","1252",0,"","05/16/12",2
"1.10.37.1301",1,10,"37","1301",0,"","05/16/12",2
"1.10.37.1325",1,10,"37","1325",0,"","05/16/12",2
"1.10.37.1223",1,10,"37","1223",0,"","05/16/12",2
"1.10.37.1326",1,10,"37","1326",0,"","05/16/12",2
"1.10.37.1917",1,10,"37","1917",0,"","05/16/12",2
"1.10.37.1919",1,10,"37","1919",0,"","05/16/12",2
"1.10.37.1831",1,10,"37","1831",0,"","05/16/12",2
"1.10.37.1929",1,10,"37","1929",0,"","05/16/12",2
"1.10.37.1928",1,10,"37","1928",0,"","05/16/12",2
"1.10.37.1927",1,10,"37","1927",0,"","05/16/12",2
"1.10.37.1803A",1,10,"37","1803A",0,"","05/16/12",2
"1.10.37.1876",1,10,"37","1876",0,"","05/16/12",2
"1.10.37.1869",1,10,"37","1869",0,"","05/16/12",2
"1.10.37.1875",1,10,"37","1875",0,"","05/16/12",2
"1.10.37.1874",1,10,"37","1874",0,"","05/16/12",2
"1.10.37.1865",1,10,"37","1865",0,"","05/16/12",2
"1.10.37.1878",1,10,"37","1878",0,"","05/16/12",2
"1.10.37.1860",1,10,"37","1860",0,"","05/16/12",2
"1.10.37.1887",1,10,"37","1887",0,"","05/16/12",2
"1.10.37.1825",1,10,"37","1825",0,"","05/16/12",2
"1.10.37.1843A",1,10,"37","1843A",0,"","05/16/12",2
"1.10.37.1901",1,10,"37","1901",0,"","05/16/12",2
"1.10.37.1924",1,10,"37","1924",0,"","05/16/12",2
"1.10.37.1641",1,10,"37","1641",0,"","05/16/12",2
"1.10.37.1711",1,10,"37","1711",0,"","05/16/12",2
"1.10.37.1729",1,10,"37","1729",0,"","05/16/12",2
"1.10.37.1797",1,10,"37","1797",0,"","05/16/12",2
"1.10.37.1847",1,10,"37","1847",0,"","05/16/12",2
"1.3.89.56",1,3,"89","56",0,"","04/19/12",1
"1.3.89.37",1,3,"89","37",0,"","04/19/12",1
"1.3.89.39",1,3,"89","39",0,"","04/19/12",1
"1.3.89.38",1,3,"89","38",0,"","04/19/12",1
"1.3.89.53",1,3,"89","53",0,"","04/19/12",1
"1.3.89.49",1,3,"89","49",0,"","04/20/12",1
"1.3.89.36",1,3,"89","36",0,"","04/20/12",1
"1.3.89.48",1,3,"89","48",0,"","04/20/12",1
"1.3.89.41",1,3,"89","41",0,"","04/20/12",1
"1.3.89.44",1,3,"89","44",0,"","04/20/12",1
"1.3.89.45",1,3,"89","45",0,"","04/20/12",1
"1.3.89.54",1,3,"89","54",0,"","04/20/12",1
"1.3.89.50",1,3,"89","50",0,"","04/20/12",1
"1.10.37.433",1,10,"37","433",0,"","05/17/12",2
"1.10.37.251",1,10,"37","251",0,"","05/17/12",2
"1.10.37.240",1,10,"37","240",0,"","05/17/12",2
"1.10.37.437",1,10,"37","437",0,"","05/17/12",2
"1.10.37.445",1,10,"37","445",0,"","05/17/12",2
"1.10.37.245",1,10,"37","245",0,"","05/17/12",2
"1.10.37.395",1,10,"37","395",0,"","05/17/12",2
"1.10.37.441",1,10,"37","441",0,"","05/17/12",2
"1.10.37.446",1,10,"37","446",0,"","05/17/12",2
"1.10.37.239A",1,10,"37","239A",0,"","05/17/12",2
"1.10.37.394",1,10,"37","394",0,"","05/17/12",2
"1.10.37.393",1,10,"37","393",0,"","05/17/12",2
"1.10.37.119",1,10,"37","119",0,"","05/17/12",2
"1.10.37.30",1,10,"37","30",0,"","05/17/12",2
"1.10.37.779A",1,10,"37","779A",0,"","05/17/12",2
"1.10.37.785",1,10,"37","785",0,"","05/17/12",2
"1.10.37.775",1,10,"37","775",0,"","05/17/12",2
"1.10.37.771",1,10,"37","771",0,"","05/17/12",2
"1.10.37.793",1,10,"37","793",0,"","05/17/12",2
"1.10.37.640A",1,10,"37","640A",0,"","05/17/12",2
"1.10.37.792",1,10,"37","792",0,"","05/17/12",2
"1.10.37.796",1,10,"37","796",0,"","05/17/12",2
"1.10.37.787",1,10,"37","787",0,"","05/17/12",2
"1.10.37.776",1,10,"37","776",0,"","05/17/12",2
"1.10.37.777",1,10,"37","777",0,"","05/17/12",2
"1.10.37.800",1,10,"37","800",0,"","05/17/12",2
"1.10.37.801",1,10,"37","801",0,"","05/17/12",2
"1.10.37.804",1,10,"37","804",0,"","05/17/12",2
"1.10.37.732",1,10,"37","732",0,"","05/17/12",2
"1.10.37.648",1,10,"37","648",0,"","05/17/12",2
"1.10.37.802",1,10,"37","802",0,"","05/17/12",2
"1.10.37.768",1,10,"37","768",0,"","05/17/12",2
"1.10.37.769",1,10,"37","769",0,"","05/17/12",2
"1.10.37.790",1,10,"37","790",0,"","05/17/12",2
"1.10.37.828",1,10,"37","828",0,"","05/17/12",2
"1.10.37.717",1,10,"37","717",0,"","05/17/12",2
"1.10.37.438",1,10,"37","438",0,"","05/17/12",2
"1.10.37.291",1,10,"37","291",0,"","05/17/12",2
"1.10.37.244",1,10,"37","244",0,"","05/17/12",2
"1.10.37.471",1,10,"37","471",0,"","05/17/12",2
"1.10.37.1908",1,10,"37","1908",0,"","05/16/12",2
"1.10.37.1908A",1,10,"37","1908A",0,"","05/16/12",2
"1.10.37.1913",1,10,"37","1913",0,"","05/16/12",2
"1.10.37.1914",1,10,"37","1914",0,"","05/16/12",2
"1.10.37.1940",1,10,"37","1940",0,"","05/17/12",2
"1.10.37.1806",1,10,"37","1806",0,"","05/17/12",2
"1.10.37.1955",1,10,"37","1955",0,"","05/17/12",2
"1.10.37.1945",1,10,"37","1945",0,"","05/17/12",2
"1.10.37.1944",1,10,"37","1944",0,"","05/17/12",2
"1.10.37.1952",1,10,"37","1952",0,"","05/17/12",2
"1.10.37.1950",1,10,"37","1950",0,"","05/17/12",2
"1.10.37.1896",1,10,"37","1896",0,"","05/17/12",2
"1.10.37.1734",1,10,"37","1734",0,"","05/17/12",2
"1.10.37.1487",1,10,"37","1487",0,"","05/17/12",2
"1.10.37.1486",1,10,"37","1486",0,"","05/17/12",2
"1.10.37.1485",1,10,"37","1485",0,"","05/17/12",2
"1.10.37.1483",1,10,"37","1483",0,"","05/17/12",2
"1.10.37.1942",1,10,"37","1942",0,"","05/17/12",2
"1.10.37.1916",1,10,"37","1916",0,"","05/17/12",2
"1.10.37.1726",1,10,"37","1726",0,"","05/17/12",2
"1.10.37.365",1,10,"37","365",0,"","05/18/12",2
"1.10.37.253",1,10,"37","253",0,"","05/18/12",2
"1.10.37.443",1,10,"37","443",0,"","05/18/12",2
"1.10.37.412",1,10,"37","412",0,"","05/18/12",2
"1.10.37.368",1,10,"37","368",0,"","05/18/12",2
"1.10.37.369",1,10,"37","369",0,"","05/18/12",2
"1.10.37.367",1,10,"37","367",0,"","05/18/12",2
"1.10.37.373",1,10,"37","373",0,"","05/18/12",2
"1.10.37.249",1,10,"37","249",0,"","05/18/12",2
"1.10.37.250",1,10,"37","250",0,"","05/18/12",2
"1.10.37.411",1,10,"37","411",0,"","05/18/12",2
"1.10.37.409",1,10,"37","409",0,"","05/18/12",2
"1.10.37.363",1,10,"37","363",0,"","05/18/12",2
"1.10.37.378",1,10,"37","378",0,"","05/18/12",2
"1.10.37.376",1,10,"37","376",0,"","05/18/12",2
"1.10.37.371",1,10,"37","371",0,"","05/18/12",2
"1.10.37.375",1,10,"37","375",0,"","05/18/12",2
"1.10.37.169",1,10,"37","169",0,"","05/18/12",2
"1.10.37.366",1,10,"37","366",0,"","05/18/12",2
"1.10.37.380",1,10,"37","380",0,"","05/18/12",2
"1.10.37.381",1,10,"37","381",0,"","05/18/12",2
"1.10.37.70",1,10,"37","70",0,"","05/18/12",2
"1.10.37.1918",1,10,"37","1918",0,"","05/17/12",2
"1.10.37.1935",1,10,"37","1935",0,"","05/17/12",2
"1.10.37.1911",1,10,"37","1911",0,"","05/17/12",2
"1.10.37.1911A",1,10,"37","1911A",0,"","05/17/12",2
"1.10.37.718",1,10,"37","718",0,"","05/18/12",2
"1.10.37.636",1,10,"37","636",0,"","05/18/12",2
"1.10.37.598",1,10,"37","598",0,"","05/18/12",2
"1.10.37.780",1,10,"37","780",0,"","05/18/12",2
"1.10.37.795",1,10,"37","795",0,"","05/18/12",2
"1.10.37.541",1,10,"37","541",0,"","05/18/12",2
"1.10.37.694A",1,10,"37","694A",0,"","05/18/12",2
"1.10.37.738",1,10,"37","738",0,"","05/18/12",2
"1.10.37.669",1,10,"37","669",0,"","05/18/12",2
"1.10.37.670",1,10,"37","670",0,"","05/18/12",2
"1.10.37.642",1,10,"37","642",0,"","05/18/12",2
"1.10.37.1381",1,10,"37","1381",0,"","05/18/12",2
"1.10.37.1257",1,10,"37","1257",0,"","05/18/12",2
"1.10.37.1233",1,10,"37","1233",0,"","05/18/12",2
"1.10.37.1237",1,10,"37","1237",0,"","05/18/12",2
"1.10.37.1385",1,10,"37","1385",0,"","05/18/12",2
"1.10.37.1288",1,10,"37","1288",0,"","05/18/12",2
"1.10.37.1351",1,10,"37","1351",0,"","05/18/12",2
"1.10.37.1371",1,10,"37","1371",0,"","05/18/12",2
"1.10.37.1356",1,10,"37","1356",0,"","05/18/12",2
"1.10.37.1353",1,10,"37","1353",0,"","05/18/12",2
"1.10.37.1358",1,10,"37","1358",0,"","05/18/12",2
"1.10.37.1163",1,10,"37","1163",0,"","05/18/12",2
"1.10.37.1364",1,10,"37","1364",0,"","05/18/12",2
"1.10.37.1354",1,10,"37","1354",0,"","05/18/12",2
"1.10.37.1249",1,10,"37","1249",0,"","05/18/12",2
"1.10.37.1394",1,10,"37","1394",0,"","05/18/12",2
"1.10.37.1468",1,10,"37","1468",0,"","05/18/12",2
"1.10.37.1372",1,10,"37","1372",0,"","05/18/12",2
"1.10.37.1969",1,10,"37","1969",0,"","05/18/12",2
"1.10.37.1992",1,10,"37","1992",0,"","05/18/12",2
"1.10.37.1818",1,10,"37","1818",0,"","05/18/12",2
"1.10.37.1937",1,10,"37","1937",0,"","05/18/12",2
"1.10.37.1938",1,10,"37","1938",0,"","05/18/12",2
"1.10.37.1982",1,10,"37","1982",0,"","05/18/12",2
"1.10.37.1979",1,10,"37","1979",0,"","05/18/12",2
"1.10.37.1956",1,10,"37","1956",0,"","05/18/12",2
"1.10.37.1957",1,10,"37","1957",0,"","05/18/12",2
"1.10.37.1808",1,10,"37","1808",0,"","05/18/12",2
"1.10.37.1943",1,10,"37","1943",0,"","05/18/12",2
"1.10.37.1934",1,10,"37","1934",0,"","05/18/12",2
"1.10.37.1891",1,10,"37","1891",0,"","05/18/12",2
"1.10.37.1864",1,10,"37","1864",0,"","05/18/12",2
"1.10.37.1890",1,10,"37","1890",0,"","05/18/12",2
"1.10.37.1473A",1,10,"37","1473A",0,"","05/18/12",2
"1.10.4.66",1,10,"4","66",0,"","04/27/12",2
"1.10.37.1311",1,10,"37","1311",0,"","05/17/12",2
"1.10.37.1330",1,10,"37","1330",0,"","05/17/12",2
"1.10.37.1346",1,10,"37","1346",0,"","05/17/12",2
"1.10.37.1298",1,10,"37","1298",0,"","05/17/12",2
"1.10.37.1305",1,10,"37","1305",0,"","05/17/12",2
"1.10.37.1408",1,10,"37","1408",0,"","05/17/12",2
"1.10.37.1221",1,10,"37","1221",0,"","05/17/12",2
"1.10.37.1042",1,10,"37","1042",0,"","05/17/12",2
"1.10.37.1308",1,10,"37","1308",0,"","05/17/12",2
"1.10.37.1222",1,10,"37","1222",0,"","05/17/12",2
"1.10.37.1224",1,10,"37","1224",0,"","05/17/12",2
"1.10.37.1266",1,10,"37","1266",0,"","05/17/12",2
"1.10.37.1177",1,10,"37","1177",0,"","05/17/12",2
"1.10.37.1402",1,10,"37","1402",0,"","05/17/12",2
"1.10.3.116",1,10,"3","116",0,"","05/20/12",2
"1.10.3.108",1,10,"3","108",0,"","05/20/12",2
"1.10.3.50",1,10,"3","50",0,"","05/20/12",2
"1.10.3.52",1,10,"3","52",0,"","05/20/12",2
"1.10.3.83",1,10,"3","83",0,"","05/20/12",2
"1.10.3.149",1,10,"3","149",0,"","05/20/12",2
"1.10.3.269",1,10,"3","269",0,"","05/20/12",2
"1.10.3.194A",1,10,"3","194A",0,"","05/20/12",2
"1.10.3.259",1,10,"3","259",0,"","05/20/12",2
"1.10.3.262",1,10,"3","262",0,"","05/20/12",2
"1.10.3.209",1,10,"3","209",0,"","05/20/12",2
"1.10.3.135",1,10,"3","135",0,"","05/20/12",2
"1.10.3.98",1,10,"3","98",0,"","05/20/12",2
"1.10.3.69",1,10,"3","69",0,"","05/20/12",2
"1.10.3.149A",1,10,"3","149A",0,"","05/20/12",2
"1.10.3.27",1,10,"3","27",0,"","05/20/12",2
"1.10.3.85A",1,10,"3","85A",0,"","05/20/12",2
"1.10.3.101",1,10,"3","101",0,"","05/20/12",2
"1.10.3.24",1,10,"3","24",0,"","05/20/12",2
"1.10.3.152",1,10,"3","152",0,"","05/20/12",2
"1.10.3.150",1,10,"3","150",0,"","05/20/12",2
"1.10.3.51",1,10,"3","51",0,"","05/20/12",2
"1.10.11.6",1,10,"11","6",0,"","05/20/12",2
"1.10.11.21",1,10,"11","21",0,"","05/20/12",2
"1.10.11.22",1,10,"11","22",0,"","05/20/12",2
"1.10.11.20",1,10,"11","20",0,"","05/20/12",2
"1.10.11.42",1,10,"11","42",0,"","05/20/12",2
"1.10.11.58",1,10,"11","58",0,"","05/20/12",2
"1.10.11.62",1,10,"11","62",0,"","05/20/12",2
"1.10.11.64",1,10,"11","64",0,"","05/20/12",2
"1.10.11.123A",1,10,"11","123A",0,"","05/20/12",2
"1.10.11.123",1,10,"11","123",0,"","05/20/12",2
"1.10.11.40",1,10,"11","40",0,"","05/20/12",2
"1.10.11.33",1,10,"11","33",0,"","05/20/12",2
"1.10.11.109",1,10,"11","109",0,"","05/20/12",2
"1.10.11.112",1,10,"11","112",0,"","05/20/12",2
"1.10.11.145",1,10,"11","145",0,"","05/20/12",2
"1.10.11.115",1,10,"11","115",0,"","05/20/12",2
"1.10.11.138",1,10,"11","138",0,"","05/20/12",2
"1.10.11.125",1,10,"11","125",0,"","05/20/12",2
"1.10.11.126",1,10,"11","126",0,"","05/20/12",2
"1.10.11.13",1,10,"11","13",0,"","05/20/12",2
"1.10.11.31",1,10,"11","31",0,"","05/20/12",2
"1.10.11.29",1,10,"11","29",0,"","05/20/12",2
"1.10.11.104",1,10,"11","104",0,"","05/20/12",2
"1.10.11.104A",1,10,"11","104A",0,"","05/20/12",2
"1.10.11.141",1,10,"11","141",0,"","05/20/12",2
"1.10.11.149",1,10,"11","149",0,"","05/20/12",2
"1.10.36.2",1,10,"36","2",0,"","05/20/12",2
"1.10.36.5",1,10,"36","5",0,"","05/20/12",2
"1.10.36.8",1,10,"36","8",0,"","05/20/12",2
"1.10.36.30A",1,10,"36","30A",0,"","05/20/12",2
"1.10.36.31",1,10,"36","31",0,"","05/20/12",2
"1.10.36.64A",1,10,"36","64A",0,"","05/20/12",2
"1.10.36.65",1,10,"36","65",0,"","05/20/12",2
"1.10.36.148",1,10,"36","148",0,"","05/20/12",2
"1.10.36.199",1,10,"36","199",0,"","05/20/12",2
"1.10.36.112",1,10,"36","112",0,"","05/20/12",2
"1.10.36.185",1,10,"36","185",0,"","05/20/12",2
"1.10.36.44",1,10,"36","44",0,"","05/20/12",2
"1.10.36.46",1,10,"36","46",0,"","05/20/12",2
"1.10.36.37",1,10,"36","37",0,"","05/20/12",2
"1.10.36.53",1,10,"36","53",0,"","05/20/12",2
"1.10.36.136A",1,10,"36","136A",0,"","05/20/12",2
"1.10.36.13",1,10,"36","13",0,"","05/20/12",2
"1.10.36.49",1,10,"36","49",0,"","05/20/12",2
"1.10.36.3",1,10,"36","3",0,"","05/20/12",2
"1.10.36.104",1,10,"36","104",0,"","05/20/12",2
"1.10.36.105",1,10,"36","105",0,"","05/20/12",2
"1.10.36.52",1,10,"36","52",0,"","05/20/12",2
"1.10.36.496",1,10,"36","496",0,"","05/20/12",2
"1.10.36.279",1,10,"36","279",0,"","05/20/12",2
"1.10.36.280",1,10,"36","280",0,"","05/20/12",2
"1.10.36.454",1,10,"36","454",0,"","05/20/12",2
"1.10.36.453A",1,10,"36","453A",0,"","05/20/12",2
"1.10.36.357",1,10,"36","357",0,"","05/20/12",2
"1.10.4.59",1,10,"4","59",0,"","05/20/12",2
"1.10.4.20",1,10,"4","20",0,"","05/20/12",2
"1.10.4.134",1,10,"4","134",0,"","05/20/12",2
"1.10.4.22",1,10,"4","22",0,"","05/20/12",2
"1.10.4.4",1,10,"4","4",0,"","05/20/12",2
"1.10.4.10",1,10,"4","10",0,"","05/20/12",2
"1.10.4.36",1,10,"4","36",0,"","05/20/12",2
"1.10.4.45",1,10,"4","45",0,"","05/20/12",2
"1.10.4.167",1,10,"4","167",0,"","05/20/12",2
"1.10.4.61",1,10,"4","61",0,"","05/20/12",2
"1.10.4.23",1,10,"4","23",0,"","05/20/12",2
"1.10.4.39",1,10,"4","39",0,"","05/20/12",2
"1.10.4.162",1,10,"4","162",0,"","05/20/12",2
"1.10.4.121",1,10,"4","121",0,"","05/20/12",2
"1.10.4.33A",1,10,"4","33A",0,"","05/20/12",2
"1.10.16.86",1,10,"16","86",0,"","05/20/12",2
"1.10.16.98",1,10,"16","98",0,"","05/20/12",2
"1.10.16.117A",1,10,"16","117A",0,"","05/20/12",2
"1.10.16.117",1,10,"16","117",0,"","05/20/12",2
"1.10.16.72",1,10,"16","72",0,"","05/20/12",2
"1.10.16.133",1,10,"16","133",0,"","05/20/12",2
"1.10.16.132A",1,10,"16","132A",0,"","05/20/12",2
"1.10.16.96",1,10,"16","96",0,"","05/20/12",2
"1.10.16.90",1,10,"16","90",0,"","05/20/12",2
"1.10.16.115",1,10,"16","115",0,"","05/20/12",2
"1.10.16.51",1,10,"16","51",0,"","05/20/12",2
"1.10.16.118",1,10,"16","118",0,"","05/20/12",2
"1.10.16.120D",1,10,"16","120D",0,"","05/20/12",2
"1.10.16.101",1,10,"16","101",0,"","05/20/12",2
"1.10.16.10",1,10,"16","10",0,"","05/20/12",2
"1.10.16.108",1,10,"16","108",0,"","05/20/12",2
"1.10.16.105",1,10,"16","105",0,"","05/20/12",2
"1.10.16.106",1,10,"16","106",0,"","05/20/12",2
"1.10.16.116",1,10,"16","116",0,"","05/20/12",2
"1.10.16.125",1,10,"16","125",0,"","05/20/12",2
"1.10.16.120F",1,10,"16","120F",0,"","05/20/12",2
"1.10.16.120C",1,10,"16","120C",0,"","05/20/12",2
"1.10.16.97",1,10,"16","97",0,"","05/20/12",2
"1.10.37.116",1,10,"37","116",0,"","05/20/12",2
"1.10.37.117",1,10,"37","117",0,"","05/20/12",2
"1.10.37.95",1,10,"37","95",0,"","05/20/12",2
"1.10.37.97",1,10,"37","97",0,"","05/20/12",2
"1.10.37.372B",1,10,"37","372B",0,"","05/20/12",2
"1.10.37.403",1,10,"37","403",0,"","05/20/12",2
"1.10.37.404",1,10,"37","404",0,"","05/20/12",2
"1.10.37.238",1,10,"37","238",0,"","05/20/12",2
"1.10.37.122",1,10,"37","122",0,"","05/20/12",2
"1.10.37.121",1,10,"37","121",0,"","05/20/12",2
"1.10.37.294",1,10,"37","294",0,"","05/20/12",2
"1.10.37.304",1,10,"37","304",0,"","05/20/12",2
"1.10.37.305A",1,10,"37","305A",0,"","05/20/12",2
"1.10.37.516",1,10,"37","516",0,"","05/20/12",2
"1.10.37.503",1,10,"37","503",0,"","05/20/12",2
"1.10.37.502",1,10,"37","502",0,"","05/20/12",2
"1.10.37.517",1,10,"37","517",0,"","05/20/12",2
"1.10.37.635",1,10,"37","635",0,"","05/20/12",2
"1.10.37.634",1,10,"37","634",0,"","05/20/12",2
"1.10.37.560",1,10,"37","560",0,"","05/20/12",2
"1.10.37.571",1,10,"37","571",0,"","05/20/12",2
"1.10.37.572",1,10,"37","572",0,"","05/20/12",2
"1.10.37.498",1,10,"37","498",0,"","05/20/12",2
"1.10.37.537",1,10,"37","537",0,"","05/20/12",2
"1.10.37.986",1,10,"37","986",0,"","05/20/12",2
"1.10.37.495",1,10,"37","495",0,"","05/20/12",2
"1.10.37.478",1,10,"37","478",0,"","05/20/12",2
"1.10.37.821",1,10,"37","821",0,"","05/20/12",2
"1.10.37.520",1,10,"37","520",0,"","05/20/12",2
"1.10.37.521",1,10,"37","521",0,"","05/20/12",2
"1.10.37.791",1,10,"37","791",0,"","05/20/12",2
"1.10.37.941",1,10,"37","941",0,"","05/20/12",2
"1.10.37.942",1,10,"37","942",0,"","05/20/12",2
"1.10.37.600",1,10,"37","600",0,"","05/20/12",2
"1.10.37.807",1,10,"37","807",0,"","05/20/12",2
"1.10.37.592",1,10,"37","592",0,"","05/20/12",2
"1.10.37.533",1,10,"37","533",0,"","05/20/12",2
"1.10.37.345",1,10,"37","345",0,"","05/22/12",2
"1.10.37.346",1,10,"37","346",0,"","05/22/12",2
"1.10.37.346A",1,10,"37","346A",0,"","05/22/12",2
"1.10.37.347",1,10,"37","347",0,"","05/22/12",2
"1.10.37.312",1,10,"37","312",0,"","05/22/12",2
"1.10.37.351",1,10,"37","351",0,"","05/22/12",2
"1.10.37.351A",1,10,"37","351A",0,"","05/22/12",2
"1.10.37.314",1,10,"37","314",0,"","05/22/12",2
"1.10.37.315",1,10,"37","315",0,"","05/22/12",2
"1.10.37.309",1,10,"37","309",0,"","05/22/12",2
"1.10.37.310",1,10,"37","310",0,"","05/22/12",2
"1.10.37.305",1,10,"37","305",0,"","05/22/12",2
"1.10.37.306",1,10,"37","306",0,"","05/22/12",2
"1.10.37.349",1,10,"37","349",0,"","05/22/12",2
"1.10.37.317",1,10,"37","317",0,"","05/22/12",2
"1.10.37.353",1,10,"37","353",0,"","05/22/12",2
"1.10.37.318",1,10,"37","318",0,"","05/22/12",2
"1.10.37.354",1,10,"37","354",0,"","05/22/12",2
"1.10.37.348",1,10,"37","348",0,"","05/22/12",2
"1.10.37.370",1,10,"37","370",0,"","05/22/12",2
"1.10.37.286",1,10,"37","286",0,"","05/22/12",2
"1.10.37.357",1,10,"37","357",0,"","05/22/12",2
"1.10.37.538",1,10,"37","538",0,"","05/22/12",2
"1.10.37.638",1,10,"37","638",0,"","05/22/12",2
"1.10.37.973",1,10,"37","973",0,"","05/22/12",2
"1.10.37.746",1,10,"37","746",0,"","05/22/12",2
"1.10.37.652",1,10,"37","652",0,"","05/22/12",2
"1.10.37.544",1,10,"37","544",0,"","05/22/12",2
"1.10.37.545",1,10,"37","545",0,"","05/22/12",2
"1.10.37.1362",1,10,"37","1362",0,"","05/22/12",2
"1.10.37.1361",1,10,"37","1361",7,"","05/22/12",2
"1.10.37.1368",1,10,"37","1368",0,"","05/22/12",2
"1.10.37.1383",1,10,"37","1383",0,"","05/22/12",2
"1.10.37.1332",1,10,"37","1332",0,"","05/22/12",2
"1.10.37.1343",1,10,"37","1343",0,"","05/22/12",2
"1.10.37.1349",1,10,"37","1349",0,"","05/22/12",2
"1.10.37.1348",1,10,"37","1348",0,"","05/22/12",2
"1.10.37.1220",1,10,"37","1220",0,"","05/22/12",2
"1.10.37.1396",1,10,"37","1396",0,"","05/22/12",2
"1.10.37.1397",1,10,"37","1397",0,"","05/22/12",2
"1.10.37.1350",1,10,"37","1350",0,"","05/22/12",2
"1.10.37.1333",1,10,"37","1333",0,"","05/22/12",2
"1.10.37.1258",1,10,"37","1258",0,"","05/22/12",2
"1.10.37.1409A",1,10,"37","1409A",0,"","05/22/12",2
"1.10.37.1227",1,10,"37","1227",0,"","05/22/12",2
"1.10.37.1278",1,10,"37","1278",0,"","05/22/12",2
"1.10.37.1828",1,10,"37","1828",0,"","05/22/12",2
"1.10.37.1877",1,10,"37","1877",0,"","05/22/12",2
"1.10.37.1867",1,10,"37","1867",0,"","05/22/12",2
"1.10.37.1978",1,10,"37","1978",0,"","05/22/12",2
"1.10.37.1933",1,10,"37","1933",0,"","05/22/12",2
"1.10.37.1951",1,10,"37","1951",0,"","05/22/12",2
"1.10.37.1888",1,10,"37","1888",0,"","05/22/12",2
"1.10.37.1871",1,10,"37","1871",0,"","05/22/12",2
"1.10.37.1968",1,10,"37","1968",0,"","05/22/12",2
"1.10.37.1608",1,10,"37","1608",0,"","05/22/12",2
"1.10.37.1605",1,10,"37","1605",0,"","05/22/12",2
"1.10.37.1970",1,10,"37","1970",0,"","05/22/12",2
"1.10.37.1611",1,10,"37","1611",0,"","05/22/12",2
"1.10.37.1616",1,10,"37","1616",0,"","05/22/12",2
"1.10.37.1624",1,10,"37","1624",0,"","05/22/12",2
"1.10.37.1701",1,10,"37","1701",0,"","05/22/12",2
"1.10.37.1473",1,10,"37","1473",0,"","05/22/12",2
"1.10.37.1817",1,10,"37","1817",0,"","05/22/12",2
"1.10.37.1761",1,10,"37","1761",0,"","05/22/12",2
"1.10.37.336",1,10,"37","336",0,"","05/23/12",2
"1.10.37.335A",1,10,"37","335A",0,"","05/23/12",2
"1.10.37.335",1,10,"37","335",0,"","05/23/12",2
"1.10.37.386",1,10,"37","386",0,"","05/23/12",2
"1.10.37.374",1,10,"37","374",0,"","05/23/12",2
"1.10.37.374A",1,10,"37","374A",0,"","05/23/12",2
"1.10.37.410",1,10,"37","410",0,"","05/23/12",2
"1.10.37.327",1,10,"37","327",0,"","05/23/12",2
"1.10.37.354A",1,10,"37","354A",0,"","05/23/12",2
"1.10.37.355A",1,10,"37","355A",0,"","05/23/12",2
"1.10.37.331",1,10,"37","331",0,"","05/23/12",2
"1.10.37.334",1,10,"37","334",0,"","05/23/12",2
"1.10.37.359",1,10,"37","359",0,"","05/23/12",2
"1.10.37.355",1,10,"37","355",0,"","05/23/12",2
"1.10.37.333",1,10,"37","333",0,"","05/23/12",2
